qid,searched,matches,after_work_by,school_of,workshop_of,last_first,description,name,creator_string
Q1978366,yes,no,,,,"Veličković, Vladimir","Serbian painter and printmaker, born 1935",Vladimir Veličković,"[""Veličković, Vladimir (Serbian painter and printmaker, born 1935)""]"
Q47537705,yes,yes,,,,"Venturini, Giovanni Francesco","Italian engraver and etcher, 1650-ca. 1710",Giovanni Francesco Venturini,"[""Venturini, Giovanni Francesco (Italian engraver and etcher, 1650-ca. 1710)""]"
,yes,no,,,,"Verbeek, Kees","1961-, born Son, Netherlands",Kees Verbeek,"[""Verbeek, Kees (1961-, born Son, Netherlands)""]"
Q21396155,yes,yes,,,,"Verrees, Paul","Belgian illustrator and painter, 1889-1942",Paul Verrees,"[""Verrees, Paul (Belgian illustrator and painter, 1889-1942)""]"
Q3188680,yes,yes,,,,"Veyrassat, Jules Jacques","French painter, 1828-1893",Jules Jacques Veyrassat,"[""Veyrassat, Jules Jacques (French painter, 1828-1893)""]"
Q5565479,yes,no,,,,"Vicentino, Niccolò","Italian woodcutter and printer, active ca. 1540-1550",Niccolò Vicentino,"[""Vicentino, Niccolò (Italian woodcutter and printer, active ca. 1540-1550)""]"
Q242399,yes,yes,,,,"Vieira da Silva, Maria Helena","French painter, tapestry designer, and printmaker, 1908-1992",Maria Helena Vieira da Silva,"[""Vieira da Silva, Maria Helena (French painter, tapestry designer, and printmaker, 1908-1992)""]"
Q7322848,yes,yes,,,,"Viera, Ricardo",,Ricardo Viera,"[""Viera, Ricardo""]"
,yes,yes,,,,"Vilà, Miquel","1940-, born Barcelona, Spain",Miquel Vilà,"[""Vilà, Miquel (1940-, born Barcelona, Spain)""]"
Q5947128,yes,yes,,,,"Villabrille y Ron, Juan Alonso","Spanish sculptor, 1663-after 1728",Juan Alonso Villabrille y Ron,"[""Villabrille y Ron, Juan Alonso (Spanish sculptor, 1663-after 1728)""]"
Q22237655,yes,yes,,,,"Villevoye, Roy","Dutch artist, born 1960",Roy Villevoye,"[""Villevoye, Roy (Dutch artist, born 1960)""]"
Q452254,yes,yes,,,,"Villon, Jacques","French painter and printmaker, 1875-1963",Jacques Villon,"[""Villon, Jacques (French painter and printmaker, 1875-1963)""]"
Q437616,yes,yes,,,,"Viola, Bill","American video artist and sound installation artist, born 1951",Bill Viola,"[""Viola, Bill (American video artist and sound installation artist, born 1951)""]"
Q6150317,yes,yes,,,,"Visscher, Jan",,Jan Visscher,"[""Visscher, Jan ""]"
Q241098,yes,yes,,,,"Vlaminck, Maurice de","French painter, 1876-1958",Maurice de Vlaminck,"[""Vlaminck, Maurice de (French painter, 1876-1958)""]"
,yes,yes,,,,"Voisine, Don","1959-, born Buffalo, NY",Don Voisine,"[""Voisine, Don (1959-, born Buffalo, NY)""]"
,yes,no,,,,"Volkman, C.",,C. Volkman,"[""Volkman, C.""]"
Q98234521,yes,yes,,,,"Vos, Maarten de","Flemish painter, 1532-1603",Maarten de Vos,"[""Vos, Maarten de (Flemish painter, 1532-1603)""]"
Q3376949,yes,yes,,,,"Voulkos, Peter","American ceramicist and sculptor, 1924-2002",Peter Voulkos,"[""Voulkos, Peter (American ceramicist and sculptor, 1924-2002)""]"
,yes,no,,,,"Waanders, Hans","1951-2001, born Enschede, Netherlands",Hans Waanders,"[""Waanders, Hans (1951-2001, born Enschede, Netherlands)""]"
,yes,no,,,,"Wachsmity, F.S.",,F.S. Wachsmity,"[""Wachsmity, F.S.""]"
Q11728479,yes,yes,,,,"Wagner, Joseph","German painter and printmaker, 1706-1780, active in Italy",Joseph Wagner,"[""Wagner, Joseph (German painter and printmaker, 1706-1780, active in Italy)""]"
Q43139749,yes,yes,,,,"Wagner, Merrill","American painter, born 1935",Merrill Wagner,"[""Wagner, Merrill (American painter, born 1935)""]"
,yes,no,,,,"Wakeland, Ray","-1964, born Monteagle, TN",Ray Wakeland,"[""Wakeland, Ray (-1964, born Monteagle, TN)""]"
Q19630842,yes,yes,,,,"Walker, Inez Nathaniel","American naive artist, 1911-1990",Inez Nathaniel Walker,"[""Walker, Inez Nathaniel (American naive artist, 1911-1990)""]"
Q324571,yes,yes,,,,"Walker, John","English painter and printmaker, born 1939",John Walker,"[""Walker, John (English painter and printmaker, born 1939)""]"
Q97607711,yes,yes,,,,"Walker, Kara Elizabeth","American book artist, painter, and installation artist, born 1969",Kara Elizabeth Walker,"[""Walker, Kara Elizabeth (American book artist, painter, and installation artist, born 1969)""]"
,yes,yes,,,,"Walker, W. H.","British watercolorist and illustrator, 1906-1926",W. H. Walker,"[""Walker, W. H. (British watercolorist and illustrator, 1906-1926)""]"
,yes,no,,,,"Walkup, Kathleen","1946-, born Portland, OR",Kathleen Walkup,"[""Walkup, Kathleen  (1946-, born Portland, OR)""]"
Q101232628,yes,yes,,,,"Walsh, David","1927-1981, born India",David Walsh,"[""Walsh, David (1927-1981, born India)""]"
,yes,no,,,,"Walter, L.",,L. Walter,"[""Walter, L.""]"
,yes,yes,,,,Wang Han,,Wang Han,"[""Wang Han""]"
,yes,yes,,,,"Wang, Han",,Han Wang,"[""Wang, Han""]"
Q5603,yes,yes,,,,"Warhol, Andy","American painter, printmaker, and filmmaker, 1928-1987",Andy Warhol,"[""Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)""]"
,yes,yes,,,,"Warner, Earl A.",1883-1918,Earl A. Warner,"[""Warner, Earl A. (1883-1918)""]"
,yes,no,,,,"Warren, Gabriel","1955-, born New Haven, CT",Gabriel Warren,"[""Warren, Gabriel (1955-, born New Haven, CT)""]"
Q1403886,yes,yes,,,,"Waske, Felix",1942-,Felix Waske,"[""Waske, Felix (1942-)""]"
Q50321227,yes,yes,,,,"Wasserstein, Julius",American artist,Julius Wasserstein,"[""Wasserstein, Julius (American artist)""]"
Q3130609,yes,yes,,,,Watanabe Kazan,"Japanese painter, 1793-1841",Watanabe Kazan,"[""Watanabe Kazan (Japanese painter, 1793-1841)""]"
Q67390004,yes,yes,,,,"Watanabe, Mikio","1954-, born Yokohama, Japan",Mikio Watanabe,"[""Watanabe, Mikio (1954-, born Yokohama, Japan)""]"
Q7397563,yes,yes,,,,"Watanabe, Sadao",1913-1996,Sadao Watanabe,"[""Watanabe, Sadao (1913-1996)""]"
,yes,yes,,,,"Watanabe, Shugaku",1644-1734,Shugaku Watanabe,"[""Watanabe, Shugaku (1644-1734)""]"
Q194820,yes,yes,,,,"Waterloo, Anthonie","Dutch painter and printmaker, ca. 1610-1690",Anthonie Waterloo,"[""Waterloo, Anthonie (Dutch painter and printmaker, ca. 1610-1690)""]"
Q20877821,yes,yes,,,,"Watkins, Franklin Chenault","American painter, 1894-1972",Franklin Chenault Watkins,"[""Watkins, Franklin Chenault (American painter, 1894-1972)""]"
,yes,no,,,,Wattana Wattanapun,"Thai painter, born 1941",Wattana Wattanapun,"[""Wattana Wattanapun (Thai painter, born 1941)""]"
Q16007897,yes,yes,,,,"Webb, Alonzo C.","1888-1975, born Nashville, TN",Alonzo C. Webb,"[""Webb, Alonzo C. (1888-1975, born Nashville, TN)""]"
Q1280976,yes,yes,,,,"Weber, Paul","German painter, 1823-1916",Paul Weber,"[""Weber, Paul (German painter, 1823-1916)""]"
Q18552351,yes,yes,,,,"Weber, Willy","1933-, born Berne, Switzerland",Willy Weber,"[""Weber, Willy (1933-, born Berne, Switzerland)"",""Weber, Willy (Swiss sculptor, born 1933)"",""Weber, Willy""]"
Q5046268,yes,yes,,,,"Weems, Carrie Mae","American photographer, born 1953",Carrie Mae Weems,"[""Weems, Carrie Mae (American photographer, born 1953)""]"
Q20679431,yes,yes,,,,"Weidenaar, Reynold Henry","American painter, etcher, and illustrator, 1915-1985",Reynold Henry Weidenaar,"[""Weidenaar, Reynold Henry (American painter, etcher, and illustrator, 1915-1985)""]"
Q13748529,yes,yes,,,,"Weiner, Lawrence","American conceptual artist, born 1940",Lawrence Weiner,"[""Weiner, Lawrence (American conceptual artist, born 1940)""]"
Q65953414,yes,yes,,,,"Wells, Mac","1925-2009, born Cleveland, OH",Mac Wells,"[""Wells, Mac (1925-2009, born Cleveland, OH)""]"
Q6096157,yes,yes,,,,"West, Levon","American etcher, printmaker, and photographer, 1900-1968",Levon West,"[""West, Levon (American etcher, printmaker, and photographer, 1900-1968)""]"
Q18511480,yes,yes,,,,"Westerhout, Arnold van","Flemish engraver, 1651-1725, active in Italy",Arnold van Westerhout,"[""Westerhout, Arnold van (Flemish engraver, 1651-1725, active in Italy)""]"
Q7610832,yes,yes,,,,"Westfall, Stephen","American painter and critic, born 1953",Stephen Westfall,"[""Westfall, Stephen (American painter and critic, born 1953)""]"
Q5662727,yes,yes,,,,"Weston, Harold","1894-1972, born Merion, PA, died New York, NY",Harold Weston,"[""Weston, Harold (1894-1972, born Merion, PA, died New York, NY)"",""Weston, Harold (American painter, 1894-1972)""]"
,yes,no,,,,"Westphal, Fred","German artist, active 20th century",Fred Westphal,"[""Westphal, Fred (German artist, active 20th century)"",""Westphal, Fred""]"
Q1537756,yes,yes,,,,"Weyden, Goswijn van der","Flemish painter,  ca. 1465-after 1538",Goswijn van der Weyden,"[""Weyden, Goswijn van der (Flemish painter,  ca. 1465-after 1538)""]"
,yes,no,,,,"Weyen, Herman",1643-1672,Herman Weyen,"[""Weyen, Herman (1643-1672)""]"
Q203643,yes,yes,,,,"Whistler, James McNeill","American painter and printmaker, 1834-1903, active in England and France",James McNeill Whistler,"[""Whistler, James McNeill (American painter and printmaker, 1834-1903, active in England and France)""]"
Q17146408,yes,yes,,,,"White, Ethelbert","English painter, engraver, and illustrator, 1891-1972",Ethelbert White,"[""White, Ethelbert (English painter, engraver, and illustrator, 1891-1972)""]"
,yes,yes,,,,"White, Joy Rice",,Joy Rice White,"[""White, Joy Rice""]"
,yes,yes,,,,"Whitney, William",,William Whitney,"[""Whitney, William""]"
,yes,yes,,,,"Wierix, Anton, III","Flemish printmaker, 1596-1624",Anton Wierix III,"[""Wierix, Anton, III (Flemish printmaker, 1596-1624)""]"
Q22001593,yes,yes,,,,"Wilbur, Lawrence Nelson",American painter 1897-ca. 1960,Lawrence Nelson Wilbur,"[""Wilbur, Lawrence Nelson (American painter 1897-ca. 1960)""]"
Q3511507,yes,yes,,,,"Wildenhain, Frans Rudolf","German ceramicist and sculptor, 1905-1980",Frans Rudolf Wildenhain,"[""Wildenhain, Frans Rudolf (German ceramicist and sculptor, 1905-1980)""]"
Q52157443,yes,yes,,,,"Wildner, Werner","1925-2004, born Witten, Germany",Werner Wildner,"[""Wildner, Werner (1925-2004, born Witten, Germany)""]"
Q3950852,yes,yes,,,,"Wiles, Irving Ramsay","American painter and illustrator, 1861-1948",Irving Ramsay Wiles,"[""Wiles, Irving Ramsay (American painter and illustrator, 1861-1948)""]"
Q65051176,yes,yes,,,,"Wiley, William T.","American painter, born 1937",William T. Wiley,"[""Wiley, William T. (American painter, born 1937)""]"
Q254663,yes,yes,,,,"Wilke, Hannah","American sculptor, 1940-1993",Hannah Wilke,"[""Wilke, Hannah (American sculptor, 1940-1993)""]"
,yes,yes,,,,"Wilkinson, Jeanne","1949-, born Duluth, MN",Jeanne Wilkinson,"[""Wilkinson, Jeanne (1949-, born Duluth, MN)""]"
Q509724,yes,yes,,,,"Wille, Johann Georg","German engraver, collector, and dealer, 1715-1808, active in France",Johann Georg Wille,"[""Wille, Johann Georg (German engraver, collector, and dealer, 1715-1808, active in France)""]"
Q365874,yes,yes,,,,"Willette, Adolphe","French painter, illustrator, and printmaker, 1857-1926",Adolphe Willette,"[""Willette, Adolphe (French painter, illustrator, and printmaker, 1857-1926)""]"
Q92800130,yes,yes,,,,William Wylie,"American photographer, 1957 CE-",William Wylie,"[""William Wylie (American photographer, 1957 CE-)""]"
Q96747782,yes,yes,,,,"Williams, John Scott","British painter and graphic artist, 1877-1976",John Scott Williams,"[""Williams, John Scott (British painter and graphic artist, 1877-1976)""]"
,yes,yes,,,,"Williams, Mark","1950-, born Pittsburgh, PA",Mark Williams,"[""Williams, Mark (1950-, born Pittsburgh, PA)""]"
Q7796569,yes,yes,,,,"Willis, Thornton","American painter, born 1936",Thornton Willis,"[""Willis, Thornton (American painter, born 1936)""]"
Q817749,yes,yes,,,,"Wilson, Benjamin","British painter and printmaker, 1721-1788",Benjamin Wilson,"[""Wilson, Benjamin (British painter and printmaker, 1721-1788)""]"
Q98121146,yes,yes,,,,"Wilson, Dagmar",,Dagmar Wilson,"[""Wilson, Dagmar""]"
,yes,yes,,,,"Wilson, Thomas Zvi",1931-,Thomas Zvi Wilson,"[""Wilson, Thomas Zvi (1931-)""]"
Q41732933,yes,yes,,,,"Winkler, John W.","1890-1979, born Vienna, Austria",John W. Winkler,"[""Winkler, John W. (1890-1979, born Vienna, Austria)""]"
,yes,no,,,,"Winkles, K.",,K. Winkles,"[""Winkles, K.""]"
Q21757749,yes,yes,,,,"Winters, Denny",1909-1985,Denny Winters,"[""Winters, Denny (1909-1985)""]"
Q100960618,yes,yes,,,,"Winters, Terry","1949-, born Brooklyn, NY",Terry Winters,"[""Winters, Terry (1949-, born Brooklyn, NY)"",""Winters, Terry (American painter, born 1949)""]"
,yes,no,,,,"Wire, Melville Thomas","American painter and printmaker, 1887-1966",Melville Thomas Wire,"[""Wire, Melville Thomas (American painter and printmaker, 1887-1966)""]"
Q5730446,yes,yes,,,,"Wolf, Henry","American engraver, 1852-1916",Henry Wolf,"[""Wolf, Henry (American engraver, 1852-1916)""]"
Q6826451,yes,yes,,,,"Wolfe, Meyer","1897-1985, born Kentucky, Louisville, died Nashville, TN",Meyer Wolfe,"[""Wolfe, Meyer (1897-1985, born Kentucky, Louisville, died Nashville, TN)"",""Wolfe, Meyer (1897-1985)""]"
Q262771,yes,yes,,,,"Wolgemut, Michael","German painter and printmaker, born between 1434-1437, died 1519",Michael Wolgemut,"[""Wolgemut, Michael (German painter and printmaker, born between 1434-1437, died 1519)""]"
Q217434,yes,yes,,,,"Wood, Grant","American painter and printmaker, 1891-1942",Grant Wood,"[""Wood, Grant (American painter and printmaker, 1891-1942)""]"
Q1421536,yes,yes,,,,"Wood, Lawson","British painter, illustrator, 1878-1957",Lawson Wood,"[""Wood, Lawson (British painter, illustrator, 1878-1957)""]"
Q5079004,yes,yes,,,,"Woodbury, Charles Herbert","American painter and etcher, 1864-1940",Charles Herbert Woodbury,"[""Woodbury, Charles Herbert (American painter and etcher, 1864-1940)""]"
Q15489989,yes,yes,,,,"Woodruff, Hale Aspacio","American painter, 1900-1980",Hale Aspacio Woodruff,"[""Woodruff, Hale Aspacio (American painter, 1900-1980)""]"
Q43140105,yes,yes,,,,"Worth, Thomas","American illustrator, 1839-1917",Thomas Worth,"[""Worth, Thomas (American illustrator, 1839-1917)""]"
Q5540204,yes,yes,,,,"Wright, George Hand","American painter, 1872-1951",George Hand Wright,"[""Wright, George Hand (American painter, 1872-1951)""]"
,yes,no,,,,Wu Yang-t'ien,,Wu Yang-t'ien,"[""Wu Yang-t'ien""]"
,yes,yes,,,,"Würbel, Franz",1896-,Franz Würbel,"[""Würbel, Franz (1896-)""]"
,yes,no,,,,Yao Zhongbao,"-1924, born Beijing, China",Yao Zhongbao,"[""Yao Zhongbao (-1924, born Beijing, China)""]"
,yes,no,,,,"Yasu, Koitsu",,Koitsu Yasu,"[""Yasu, Koitsu""]"
,yes,yes,,,,Yoji,,Yoji,"[""Yoji""]"
Q5102670,yes,yes,,,,"Yoshida, Chizuko",1924-2017,Chizuko Yoshida,"[""Yoshida, Chizuko (1924-2017)""]"
Q7862732,yes,yes,,,,"Yoshida, Toshi","Japanese printmaker, 1911-1995",Toshi Yoshida,"[""Yoshida, Toshi (Japanese printmaker, 1911-1995)""]"
Q11545174,yes,yes,,,,Yoshikazu,"Japanese printmaker, active 1850-1870",Yoshikazu,"[""Yoshikazu (Japanese printmaker, active 1850-1870)""]"
Q3075041,yes,yes,,,,Yoshitora,"Japanese printmaker, active ca.1850-ca.1880",Yoshitora,"[""Yoshitora (Japanese printmaker, active ca.1850-ca.1880)""]"
,yes,yes,,,,Yosho,,Yosho,"[""Yosho""]"
,yes,yes,,,,"Young, August M.",1837-1913,August M. Young,"[""Young, August M. (1837-1913)""]"
,yes,yes,,,,"Young, William Crawford","American illustrator, born 1886, active 1940",William Crawford Young,"[""Young, William Crawford (American illustrator, born 1886, active 1940)""]"
Q65832435,yes,yes,,,,Yu Zhiding,"Chinese painter, born 1647, active 1706",Yu Zhiding,"[""Yu Zhiding (Chinese painter, born 1647, active 1706)""]"
Q160172,yes,yes,,,,"Zadkine, Ossip","French sculptor, 1890-1967",Ossip Zadkine,"[""Zadkine, Ossip (French sculptor, 1890-1967)""]"
Q944948,yes,yes,,,,"Zanetti, Anton Maria, I","Italian printmaker, collector, 1680-1757",Anton Maria Zanetti I,"[""Zanetti, Anton Maria, I (Italian printmaker, collector, 1680-1757)""]"
Q147144,yes,yes,,,,Zao Wou-ki,"French painter and printmaker, born in China, 1921-2013",Zao Wou-ki,"[""Zao Wou-ki (French painter and printmaker, born in China, 1921-2013)""]"
,yes,no,,,,"Zartarian, Miriam",,Miriam Zartarian,"[""Zartarian, Miriam""]"
,yes,yes,,,,Zhou Tao,born China,Zhou Tao,"[""Zhou Tao (born China)""]"
,yes,yes,,,,"Zhou, Runan",,Runan Zhou,"[""Zhou, Runan""]"
,yes,no,,,,"Zimmermann, Karen",,Karen Zimmermann,"[""Zimmermann, Karen""]"
,yes,no,,,,"Zirin, Nola","1920-, born New York, NY",Nola Zirin,"[""Zirin, Nola (1920-, born New York, NY)""]"
,yes,no,,,,"Zivkovic, Zdenka",born Czechoslovakia,Zdenka Zivkovic,"[""Zivkovic, Zdenka (born Czechoslovakia)"",""Zivkovic, Zdenka (, born Czechoslovakia)""]"
Q21647599,yes,yes,,,,"Zoellner, Richard Charles","American artist, 1908-2003",Richard Charles Zoellner,"[""Zoellner, Richard Charles (American artist, 1908-2003)""]"
Q65524523,yes,yes,,,,"Zorn, Anders Leonard","Swedish painter, etcher, and sculptor, 1860-1920",Anders Leonard Zorn,"[""Zorn, Anders Leonard (Swedish painter, etcher, and sculptor, 1860-1920)""]"
Q460198,yes,yes,,,,"Zuloaga, Ignacio","Spanish Basque painter, 1870-1945",Ignacio Zuloaga,"[""Zuloaga, Ignacio (Spanish Basque painter, 1870-1945)""]"
,yes,no,,,,"Zupanc, Terri","1955-, born Wisconsin",Terri Zupanc,"[""Zupanc, Terri (1955-, born Wisconsin)""]"
Q4233718,yes,yes,,,,Artist Unknown,,Artist Unknown,"[""Artist Unknown""]"
Q4233718,yes,yes,,,,Artist Unknown,"1697-1764, born London, England",Artist Unknown,"[""Artist Unknown (1697-1764, born London, England)""]"
Q4233718,yes,yes,,,,Artist Unknown,,Artist Unknown,"[""Artist Unknown ""]"
Q4233718,yes,yes,,,,Artist Unknown,ca. 1830,Artist Unknown,"[""Artist Unknown (ca. 1830)""]"
Q4233718,yes,yes,,,,Artist Unknown,printed by Philippe Pigouchet,Artist Unknown,"[""Artist Unknown (printed by Philippe Pigouchet)""]"
Q4233718,yes,yes,,,,Artist Unknown,"1500-1600, born Northern Italy",Artist Unknown,"[""Artist Unknown (1500-1600, born Northern Italy)""]"
Q4233718,yes,yes,,,,Artist Unknown,Rubens follower,Artist Unknown,"[""Artist Unknown (Rubens follower)""]"
Q4233718,yes,no,,,,Artist unknown,,Artist unknown,"[""Artist unknown""]"
Q4233718,yes,no,,,,Unknown Peabody Student,,Unknown Peabody Student,"[""Unknown Peabody Student""]"
Q4233718,yes,no,Q1681281,,,"Wise, W., after J. Ward, R. A.",,W. Wise,"[""Wise, W., after J. Ward, R. A.""]"
Q4233718,yes,no,,,,"Wise, W., after W. B. Richmond",,W. Wise,"[""Wise, W., after W. B. Richmond""]"
Q4233718,,,Q712007,,,"Xie, Zheng",after,Zheng Xie,"[""Xie, Zheng (after) ""]"
Q4233718,,,Q3325881,,,"Xinyu, Pu",after,Pu Xinyu,"[""Xinyu, Pu (after) (1896-1963, born China, Beijing)""]"
Q4233718,,,Q3200184,,,"Kubo, Shunman",after,Shunman Kubo,"[""Kubo, Shunman (after)""]"
Q4233718,,,Q5589,,,"Matisse, Henri",after,Henri Matisse,"[""Matisse, Henri (after) (1869-1954)""]"
Q4233718,,,Q43270,,,"Bruegel, Pieter, I","Flemish painter, ca. 1525-1569",Pieter Bruegel,"[""Bruegel, Pieter, I (Flemish painter, ca. 1525-1569) (after)""]"
Q4233718,,,Q45473704,,,"Da, Zhu",born as Bada Shanren,Zhu Da,"[""Da, Zhu (born as Bada Shanren), (after)""]"
Q4233718,,,Q184212,,,Gericault,after,Gericault,"[""Gericault (after)""]"
Q4233718,,,Q334262,,,Guercino,after,Guercino,"[""Guercino (after) (1591-1666)""]"
Q4233718,,,Q700903,,,"Meng, Wang",after,Wang Meng,"[""Meng, Wang (after) ""]"
Q4233718,,,Q374713,,,"Pillement, Jean",after,Jean Pillement,"[""Pillement, Jean (after) (1728-1808)""]"
Q4233718,,,Q6785019,,,"von Bocholt, Franz",after,Franz von Bocholt,"[""von Bocholt, Franz (after)""]"
Q4233718,,,,Q314814,,"Champaigne, Philippe de; School of",1602-1674,Philippe de; School of Champaigne,"[""Champaigne, Philippe de; School of (1602-1674)""]"
Q4233718,,,,Q318769,,"Guardi, Francesco, School of",1712-1793,Francesco Guardi,"[""Guardi, Francesco, School of (1712-1793)""]"
Q4233718,,,,Q686597,,School of Carle van Loo,,School of Carle van Loo,"[""School of Carle van Loo""]"
Q4233718,,,,Q318741,,School of Houdon,,School of Houdon,"[""School of Houdon""]"
Q4233718,,,,Q270658,,School of Jacob Jordaens,1593-1678,School of Jacob Jordaens,"[""School of Jacob Jordaens (1593-1678)""]"
Q4233718,,,,,Q1918704,"von Ottobüren, Meister, workshop of",,Meister von Ottobüren,"[""von Ottobüren, Meister, workshop of""]"
,,,,,,Attributed to Giuseppe Maria Mazza Q3108086 ,Attributed to,attributed to Giuseppe Maria Mazza,"[""Attributed to Giuseppe Maria Mazza ""]"
,,,,,,"Nobukazu, Watanabe Q11541091 ",Attributed to,attributed to Watanabe Nobukazu,"[""Nobukazu, Watanabe (Attributed to)""]"
